institution_id,publication_count,institution,weighted_degree_centrality,surprise_index
https://openalex.org/I4210096666,2,"institute of biomedical sciences, academia sinica",189,94.5
https://openalex.org/I16733864,2,national taiwan university,189,94.5
https://openalex.org/I4210165985,2,harbor–ucla medical center,189,94.5
https://openalex.org/I130238516,3,university of minnesota,280,93.33333333333333
https://openalex.org/I2802582725,2,gentofte hospital,186,93.0
https://openalex.org/I146655781,2,university of liverpool,186,93.0
https://openalex.org/I2802864460,2,jackson memorial hospital,186,93.0
https://openalex.org/I107606265,3,broad institute,273,91.0
https://openalex.org/I3018134672,3,helmholtz zentrum münchen,273,91.0
https://openalex.org/I115228651,2,"agency for science, technology and research",181,90.5
https://openalex.org/I1335321130,2,children's hospital of philadelphia,181,90.5
https://openalex.org/I161318765,2,"university of california, los angeles",178,89.0
https://openalex.org/I4210108561,1,institut de recherche pour le développement,88,88.0
https://openalex.org/I111979921,2,northwestern university,175,87.5
https://openalex.org/I60134161,3,nagoya university,262,87.33333333333333
https://openalex.org/I4210091196,1,vejle sygehus,87,87.0
https://openalex.org/I76442945,1,hamilton health sciences,87,87.0
https://openalex.org/I4210158597,1,mrc epidemiology unit,87,87.0
https://openalex.org/I177607063,1,the lundquist institute,87,87.0
https://openalex.org/I4210137962,1,centre for genomic regulation,87,87.0
https://openalex.org/I2800484787,1,london north west healthcare nhs trust,87,87.0
https://openalex.org/I27804330,1,brown university,87,87.0
https://openalex.org/I4210160326,1,german center for diabetes research,87,87.0
https://openalex.org/I90344618,1,medical research council,87,87.0
https://openalex.org/I4210129944,1,"oxford centre for diabetes, endocrinology and metabolism",87,87.0
https://openalex.org/I2799657458,1,ealing hospital,87,87.0
https://openalex.org/I4210157790,1,statistical research (united states),87,87.0
https://openalex.org/I4210163111,1,"consejo nacional de humanidades, ciencias y tecnologías",87,87.0
https://openalex.org/I4210097010,1,korea national institute of health,87,87.0
https://openalex.org/I4210152419,1,deutsches diabetes-zentrum e.v.,87,87.0
https://openalex.org/I4210167107,1,european genomic institute for diabetes,87,87.0
https://openalex.org/I111236770,1,university of vermont,87,87.0
https://openalex.org/I4210138174,1,circadian (united states),87,87.0
https://openalex.org/I2802834092,1,population health research institute,87,87.0
https://openalex.org/I1327191685,1,decode genetics (iceland),87,87.0
https://openalex.org/I146824383,1,hallym university,87,87.0
https://openalex.org/I1283280774,4,brigham and women's hospital,346,86.5
https://openalex.org/I4210136897,2,national institute on aging,171,85.5
https://openalex.org/I98251732,2,mcmaster university,171,85.5
https://openalex.org/I2279609970,2,université de lille,171,85.5
https://openalex.org/I2800921988,2,institut pasteur de lille,171,85.5
https://openalex.org/I3018718406,1,centre hospitalier universitaire de lille,84,84.0
https://openalex.org/I126744593,1,"university of maryland, baltimore",84,84.0
https://openalex.org/I158929114,1,tokyo medical university,84,84.0
https://openalex.org/I1306134198,1,los angeles county department of public health,84,84.0
https://openalex.org/I2799980853,1,korea university medical center,84,84.0
https://openalex.org/I2801533059,1,german center for neurodegenerative diseases,84,84.0
https://openalex.org/I4210086327,1,data tecnica international (united states),84,84.0
https://openalex.org/I3018483916,1,university medical center utrecht,84,84.0
https://openalex.org/I4210127591,1,german centre for cardiovascular research,84,84.0
https://openalex.org/I4210137002,1,institut d'investigació en ciències de la salut germans trias i pujol,84,84.0
https://openalex.org/I62916508,1,technical university of munich,84,84.0
https://openalex.org/I4210159766,1,thrombolysis in myocardial infarction study group,84,84.0
https://openalex.org/I4210106115,1,bordeaux population health,84,84.0
https://openalex.org/I4210153238,1,icelandic heart association,84,84.0
https://openalex.org/I92156820,1,university of cincinnati medical center,84,84.0
https://openalex.org/I304662888,1,rajendra institute of medical sciences,84,84.0
https://openalex.org/I1281400175,1,oslo university hospital,84,84.0
https://openalex.org/I4210136366,1,tohoku medical megabank organization,84,84.0
https://openalex.org/I186335123,1,east carolina university,84,84.0
https://openalex.org/I54713919,1,geisinger health system,84,84.0
https://openalex.org/I4210163125,1,va maryland health care system,84,84.0
https://openalex.org/I32003884,1,british heart foundation,84,84.0
https://openalex.org/I4210100389,1,universidade da região de joinville,84,84.0
https://openalex.org/I180680657,1,iwate medical university,84,84.0
https://openalex.org/I2800394112,1,helsinki university hospital,84,84.0
https://openalex.org/I4210155985,1,thrombosis and atherosclerosis research institute,84,84.0
https://openalex.org/I142444530,2,university of trieste,167,83.5
https://openalex.org/I2800006345,2,leiden university medical center,163,81.5
https://openalex.org/I148283060,2,lawrence berkeley national laboratory,163,81.5
https://openalex.org/I162608824,2,university of sussex,163,81.5
https://openalex.org/I1282105669,2,argonne national laboratory,163,81.5
https://openalex.org/I135310074,2,university of wisconsin–madison,163,81.5
https://openalex.org/I7877124,2,charité - universitätsmedizin berlin,163,81.5
https://openalex.org/I100930933,2,university college dublin,163,81.5
https://openalex.org/I2803058125,2,seoul national university bundang hospital,163,81.5
https://openalex.org/I188760350,2,ollscoil na gaillimhe – university of galway,163,81.5
https://openalex.org/I157725225,2,university of illinois urbana-champaign,163,81.5
https://openalex.org/I63634437,2,universidad autónoma de madrid,163,81.5
https://openalex.org/I40347166,4,university of chicago,326,81.5
https://openalex.org/I111088046,3,boston university,243,81.0
https://openalex.org/I277688954,2,université paris-saclay,161,80.5
https://openalex.org/I135598925,4,kyushu university,321,80.25
https://openalex.org/I2799503643,2,columbia university irving medical center,160,80.0
https://openalex.org/I4210097900,2,instituto nacional de ciencias médicas y nutrición salvador zubirán,160,80.0
https://openalex.org/I25974101,2,university of würzburg,160,80.0
https://openalex.org/I15057530,3,université de bordeaux,239,79.66666666666667
https://openalex.org/I169381384,2,university of groningen,159,79.5
https://openalex.org/I56085075,4,university of tartu,317,79.25
https://openalex.org/I47508984,6,imperial college london,475,79.16666666666667
https://openalex.org/I2802407485,1,cuban neuroscience center,79,79.0
https://openalex.org/I139264467,1,seoul national university,79,79.0
https://openalex.org/I4210085920,1,shanghai institute for science of science,79,79.0
https://openalex.org/I75951250,1,freie universität berlin,79,79.0
https://openalex.org/I4210127693,1,penn center for aids research,79,79.0
https://openalex.org/I4210116174,1,mrc centre for reproductive health,79,79.0
https://openalex.org/I2799434747,1,douglas mental health university institute,79,79.0
https://openalex.org/I87048295,1,wellcome trust,79,79.0
https://openalex.org/I4210116691,1,wellcome/mrc institute of metabolic science,79,79.0
https://openalex.org/I4210099595,1,va san diego healthcare system,79,79.0
https://openalex.org/I4210144468,1,cambridgeshire and peterborough nhs foundation trust,79,79.0
https://openalex.org/I699696,1,national institute of mental health and neurosciences,79,79.0
https://openalex.org/I1299303238,4,national institutes of health,316,79.0
https://openalex.org/I192597271,1,mrc cognition and brain sciences unit,79,79.0
https://openalex.org/I4210133909,1,center for translational research in neuroimaging and data science,79,79.0
https://openalex.org/I4210087077,1,institut des maladies neurodégénératives,79,79.0
https://openalex.org/I4210097825,1,mind research institute,79,79.0
https://openalex.org/I4210151747,1,lifespan,79,79.0
https://openalex.org/I88273585,1,universidade federal de são paulo,79,79.0
https://openalex.org/I4210101200,1,singapore institute for clinical sciences,79,79.0
https://openalex.org/I2800129641,1,great ormond street hospital,79,79.0
https://openalex.org/I4210164150,1,shanghai center for brain science and brain-inspired technology,79,79.0
https://openalex.org/I98702875,1,université de caen normandie,79,79.0
https://openalex.org/I4210130445,1,max planck institute for human cognitive and brain sciences,79,79.0
https://openalex.org/I4210154143,1,cyceron,79,79.0
https://openalex.org/I4210110827,1,prostate cancer research,79,79.0
https://openalex.org/I4387153933,1,physiopathologie et imagerie des troubles neurologiques,79,79.0
https://openalex.org/I1292859797,1,montreal neurological institute and hospital,79,79.0
https://openalex.org/I887064364,3,university of amsterdam,236,78.66666666666667
https://openalex.org/I1285301757,2,rush university medical center,157,78.5
https://openalex.org/I86501945,2,university of delaware,156,78.0
https://openalex.org/I901861585,4,vanderbilt university medical center,312,78.0
https://openalex.org/I4210125099,2,mayo clinic in arizona,155,77.5
https://openalex.org/I4387153466,2,weill cornell medicine,155,77.5
https://openalex.org/I4210090236,3,national human genome research institute,232,77.33333333333333
https://openalex.org/I201537933,3,tohoku university,231,77.0
https://openalex.org/I39343248,3,humboldt-universität zu berlin,231,77.0
https://openalex.org/I4210140884,2,national cancer institute,153,76.5
https://openalex.org/I126158947,1,universidade federal da bahia,76,76.0
https://openalex.org/I2799390153,1,leeds teaching hospitals nhs trust,76,76.0
https://openalex.org/I9341345,1,university of lübeck,76,76.0
https://openalex.org/I4210112713,1,university hospital schleswig-holstein,76,76.0
https://openalex.org/I1330342723,1,mayo clinic,76,76.0
https://openalex.org/I4210093194,1,fudan university shanghai cancer center,76,76.0
https://openalex.org/I5023651,2,mcgill university,152,76.0
https://openalex.org/I2799649065,1,aga khan university hospital nairobi,76,76.0
https://openalex.org/I4210099858,1,marqués de valdecilla university hospital,76,76.0
https://openalex.org/I24185976,1,sichuan university,76,76.0
https://openalex.org/I4210150365,1,institut paoli-calmettes,76,76.0
https://openalex.org/I4210161906,1,centre international de recherche en infectiologie,76,76.0
https://openalex.org/I4210136334,1,chi mei medical center,76,76.0
https://openalex.org/I4210120975,1,hôpital cardiologique du haut-lévêque,76,76.0
https://openalex.org/I4210089761,1,west china hospital of sichuan university,76,76.0
https://openalex.org/I100532134,1,université claude bernard lyon 1,76,76.0
https://openalex.org/I4210113075,1,instituto de investigación marqués de valdecilla,76,76.0
https://openalex.org/I4210121186,1,royal marsden hospital,76,76.0
https://openalex.org/I102064193,1,university of siena,76,76.0
https://openalex.org/I4210116730,1,universitätsmedizin göttingen,76,76.0
https://openalex.org/I126218986,1,children's hospital of wisconsin,76,76.0
https://openalex.org/I4210155990,1,s.l. raheja hospital,76,76.0
https://openalex.org/I204465549,4,washington university in st. louis,302,75.5
https://openalex.org/I881427289,3,university of gothenburg,225,75.0
https://openalex.org/I2801671727,3,va boston healthcare system,225,75.0
https://openalex.org/I197251160,2,hebrew university of jerusalem,148,74.0
https://openalex.org/I181369854,4,friedrich-alexander-universität erlangen-nürnberg,296,74.0
https://openalex.org/I2802934949,4,radboud university medical center,295,73.75
https://openalex.org/I145872427,4,radboud university nijmegen,295,73.75
https://openalex.org/I138211613,2,austrian academy of sciences,147,73.5
https://openalex.org/I2800528635,1,mackay base hospital,73,73.0
https://openalex.org/I4210095389,1,va western new york healthcare system,73,73.0
https://openalex.org/I2802359038,1,hospital italiano de buenos aires,73,73.0
https://openalex.org/I4210099176,1,universidade cidade de são paulo,73,73.0
https://openalex.org/I4210116254,1,institute for musculoskeletal health,73,73.0
https://openalex.org/I4210102099,1,va ann arbor healthcare system,73,73.0
https://openalex.org/I141074466,1,vancouver coastal health,73,73.0
https://openalex.org/I196829312,1,la trobe university,73,73.0
https://openalex.org/I83657090,1,neuroscience research australia,73,73.0
https://openalex.org/I4210154619,1,st. james's hospital,73,73.0
https://openalex.org/I4210148356,1,ggd amsterdam,73,73.0
https://openalex.org/I98461037,1,tecnológico de monterrey,73,73.0
https://openalex.org/I4210140513,1,sydney local health district,73,73.0
https://openalex.org/I195939026,1,glasgow caledonian university,73,73.0
https://openalex.org/I4210116486,1,western health,73,73.0
https://openalex.org/I878454856,1,hasselt university,73,73.0
https://openalex.org/I4210156876,1,va greater los angeles healthcare system,73,73.0
https://openalex.org/I2801766832,1,mcgill university health centre,73,73.0
https://openalex.org/I4210150894,1,jacobs (united states),73,73.0
https://openalex.org/I1297363086,1,st. michael's hospital,73,73.0
https://openalex.org/I98285908,3,osaka university,219,73.0
https://openalex.org/I131944076,1,lawson health research institute,73,73.0
https://openalex.org/I2799725268,1,manchester academic health science centre,73,73.0
https://openalex.org/I4210102853,1,parkwood institute,73,73.0
https://openalex.org/I4210131405,1,women and children’s health research institute,73,73.0
https://openalex.org/I129975664,1,albert einstein college of medicine,73,73.0
https://openalex.org/I4210119033,1,northern sydney local health district,73,73.0
https://openalex.org/I4210123879,1,hebrew seniorlife,73,73.0
https://openalex.org/I169541294,1,flinders university,73,73.0
https://openalex.org/I2799615058,1,british geriatrics society,73,73.0
https://openalex.org/I2799807261,1,tel aviv sourasky medical center,73,73.0
https://openalex.org/I4210117572,1,australian institute for musculoskeletal science,73,73.0
https://openalex.org/I4210158168,1,melbourne health,73,73.0
https://openalex.org/I4210150180,1,vancouver coastal health research institute,73,73.0
https://openalex.org/I4210092852,1,manchester university nhs foundation trust,73,73.0
https://openalex.org/I4210115484,1,national center for chronic and noncommunicable disease control and prevention,73,73.0
https://openalex.org/I63190737,1,"university at buffalo, state university of new york",73,73.0
https://openalex.org/I1336910626,3,children's hospital of los angeles,217,72.33333333333333
https://openalex.org/I51556381,5,university of virginia,356,71.2
https://openalex.org/I185103710,2,"university of california, santa cruz",142,71.0
https://openalex.org/I2801317318,2,hospital for sick children,141,70.5
https://openalex.org/I63966007,2,massachusetts institute of technology,141,70.5
https://openalex.org/I153648349,2,university of leicester,141,70.5
https://openalex.org/I4210097159,2,assistance publique – hôpitaux de paris,141,70.5
https://openalex.org/I2802768257,3,robert bosch hospital,211,70.33333333333333
https://openalex.org/I39555362,3,university of warwick,210,70.0
https://openalex.org/I4210153126,2,istituti di ricovero e cura a carattere scientifico,138,69.0
https://openalex.org/I2803066834,2,fondazione irccs ca' granda ospedale maggiore policlinico,138,69.0
https://openalex.org/I4210147586,2,texas children's hospital,138,69.0
https://openalex.org/I4210134900,2,jena university hospital,138,69.0
https://openalex.org/I136750679,2,garvan institute of medical research,138,69.0
https://openalex.org/I2801843802,2,institut gustave roussy,138,69.0
https://openalex.org/I4210123352,2,bambino gesù children's hospital,138,69.0
https://openalex.org/I4210120009,2,dr. margarete fischer-bosch-institute of clinical pharmacology,138,69.0
https://openalex.org/I4210103786,2,"national university cancer institute, singapore",138,69.0
https://openalex.org/I55769427,2,indiana university – purdue university indianapolis,138,69.0
https://openalex.org/I70931966,2,université de montréal,135,67.5
https://openalex.org/I1288882113,5,boston children's hospital,335,67.0
https://openalex.org/I2799299286,3,singapore national eye center,201,67.0
https://openalex.org/I4210116917,3,singapore eye research institute,201,67.0
https://openalex.org/I157614274,2,university of cape town,133,66.5
https://openalex.org/I4210150290,2,murdoch children's research institute,133,66.5
https://openalex.org/I4210157117,2,red cross war memorial children's hospital,133,66.5
https://openalex.org/I124055696,5,university of copenhagen,332,66.4
https://openalex.org/I193775966,2,yonsei university,132,66.0
https://openalex.org/I4210150261,3,national university health system,198,66.0
https://openalex.org/I155660961,4,university of turku,264,66.0
https://openalex.org/I2801952686,6,erasmus mc,396,66.0
https://openalex.org/I2801935854,1,slac national accelerator laboratory,65,65.0
https://openalex.org/I2801536946,1,trieste astronomical observatory,65,65.0
https://openalex.org/I4210135837,1,national center for supercomputing applications,65,65.0
https://openalex.org/I4210130807,1,instituto de astrofísica de canarias,65,65.0
https://openalex.org/I183974707,1,perimeter institute,65,65.0
https://openalex.org/I4210094059,1,kavli institute for particle astrophysics and cosmology,65,65.0
https://openalex.org/I4210137573,1,institute for physics,65,65.0
https://openalex.org/I158438070,1,universidad de la laguna,65,65.0
https://openalex.org/I181391015,1,universidade estadual de campinas (unicamp),65,65.0
https://openalex.org/I879563668,1,universidade estadual paulista (unesp),65,65.0
https://openalex.org/I132487946,1,institute of space sciences,65,65.0
https://openalex.org/I29607241,1,école normale supérieure - psl,65,65.0
https://openalex.org/I4210089473,1,institute of astrophysics and space sciences,65,65.0
https://openalex.org/I4210150701,1,laboratório interinstitucional de e-astronomia,65,65.0
https://openalex.org/I1331384533,1,university of hawaii system,65,65.0
https://openalex.org/I118347636,1,australian national university,65,65.0
https://openalex.org/I99043593,1,macquarie university,65,65.0
https://openalex.org/I1334627681,1,jet propulsion laboratory,65,65.0
https://openalex.org/I4210152020,1,institute for fundamental physics of the universe,65,65.0
https://openalex.org/I4210140583,1,cerro tololo inter-american observatory,65,65.0
https://openalex.org/I4210165411,1,"centro de investigaciones energéticas, medioambientales y tecnológicas",65,65.0
https://openalex.org/I49611733,1,uk astronomy technology centre,65,65.0
https://openalex.org/I4210124175,1,center for astrophysics harvard & smithsonian,65,65.0
https://openalex.org/I4210089367,1,valongo observatory,65,65.0
https://openalex.org/I2746051580,1,université paris sciences et lettres,65,65.0
https://openalex.org/I4210100596,2,hospices civils de lyon,130,65.0
https://openalex.org/I4210125312,1,national observatory,65,65.0
https://openalex.org/I4210092024,1,institut d'estudis espacials de catalunya,65,65.0
https://openalex.org/I2802476451,2,wellcome sanger institute,130,65.0
https://openalex.org/I2799389969,1,lowell observatory,65,65.0
https://openalex.org/I2802629923,1,australian astronomical observatory,65,65.0
https://openalex.org/I184942183,1,university of oslo,65,65.0
https://openalex.org/I65181880,2,indian institute of technology hyderabad,129,64.5
https://openalex.org/I2738703131,3,commissariat à l'énergie atomique et aux énergies alternatives,193,64.33333333333333
https://openalex.org/I116419501,1,universidad mayor,64,64.0
https://openalex.org/I4210160674,1,ministry of health and social welfare,64,64.0
https://openalex.org/I99165933,1,university of gujrat,64,64.0
https://openalex.org/I131762061,1,georgian technical university,64,64.0
https://openalex.org/I10457146,1,universidad de santiago de chile,64,64.0
https://openalex.org/I174458059,1,national technical university of athens,64,64.0
https://openalex.org/I129628643,1,université joseph ki-zerbo,64,64.0
https://openalex.org/I4210145257,1,agricultural biotechnology research institute of iran,64,64.0
https://openalex.org/I162254961,1,national university of lesotho,64,64.0
https://openalex.org/I198243066,1,universidad nacional,64,64.0
https://openalex.org/I4210095581,1,universidad nacional del centro del perú,64,64.0
https://openalex.org/I205051169,1,kingston university,64,64.0
https://openalex.org/I165368041,1,university of iceland,64,64.0
https://openalex.org/I4210123911,1,institut de recherches géologiques et minières,64,64.0
https://openalex.org/I3132505570,1,southern leyte state university,64,64.0
https://openalex.org/I4391767860,1,central midwest water science center,64,64.0
https://openalex.org/I13897259,1,universidad andrés bello,64,64.0
https://openalex.org/I130343225,1,universiti putra malaysia,64,64.0
https://openalex.org/I4210135882,1,ect oekotoxikologie (germany),64,64.0
https://openalex.org/I187400657,1,south china normal university,64,64.0
https://openalex.org/I60559429,1,nazarbayev university,64,64.0
https://openalex.org/I1286329397,1,united states geological survey,64,64.0
https://openalex.org/I305407034,1,patuakhali science and technology university,64,64.0
https://openalex.org/I4210119417,1,université d'abomey-calavi,64,64.0
https://openalex.org/I122147150,1,higher university of san andrés,64,64.0
https://openalex.org/I4210124406,1,amsterdam institute for global health and development,64,64.0
https://openalex.org/I195729267,1,njala university,64,64.0
https://openalex.org/I44260953,3,heinrich heine university düsseldorf,192,64.0
https://openalex.org/I3020002803,1,instituto federal do rio grande do norte,64,64.0
https://openalex.org/I4210141258,1,center for marine and oceanographic research,64,64.0
https://openalex.org/I10232997,1,l. n. gumilyov eurasian national university,64,64.0
https://openalex.org/I168719708,1,city university of hong kong,64,64.0
https://openalex.org/I128212801,1,smithsonian tropical research institute,64,64.0
https://openalex.org/I2802567020,3,copenhagen university hospital,192,64.0
https://openalex.org/I91732220,1,universidad del valle,64,64.0
https://openalex.org/I14500998,1,international university of monaco,64,64.0
https://openalex.org/I2799500531,1,lagos state polytechnic,64,64.0
https://openalex.org/I10017102,1,agricultural university of tirana,64,64.0
https://openalex.org/I196551433,1,yerevan state university,64,64.0
https://openalex.org/I21215505,1,al-quds university,64,64.0
https://openalex.org/I4210133764,1,université pédagogique nationale,64,64.0
https://openalex.org/I204730241,2,université paris cité,127,63.5
https://openalex.org/I4210105918,2,normandie université,127,63.5
https://openalex.org/I2801498763,3,odense university hospital,190,63.333333333333336
https://openalex.org/I223822909,4,heidelberg university,253,63.25
https://openalex.org/I4210094012,2,national center for global health and medicine,126,63.0
https://openalex.org/I2801134892,4,novo nordisk foundation,252,63.0
https://openalex.org/I4210092133,2,centro de investigación biomédica en red diabetes y enfermedades metabólicas asociadas,126,63.0
https://openalex.org/I97565354,2,university of lausanne,126,63.0
https://openalex.org/I200166805,1,guy's and st thomas' nhs foundation trust,62,62.0
https://openalex.org/I4210093919,1,munich leukemia laboratory (germany),62,62.0
https://openalex.org/I4210133069,1,hôpital ambroise-paré,62,62.0
https://openalex.org/I4210088053,2,universitätsklinikum erlangen,124,62.0
https://openalex.org/I34809795,1,medizinische hochschule hannover,62,62.0
https://openalex.org/I1314135232,1,nationwide children's hospital,62,62.0
https://openalex.org/I4210141964,1,institut cochin,62,62.0
https://openalex.org/I4394709130,1,indiana university school of medicine,62,62.0
https://openalex.org/I4210111810,1,hospital infantil universitario niño jesús,62,62.0
https://openalex.org/I193662353,2,utrecht university,124,62.0
https://openalex.org/I29045822,1,hôpital maisonneuve-rosemont,62,62.0
https://openalex.org/I4210092774,1,hôpital cochin,62,62.0
https://openalex.org/I1285204247,1,cincinnati children's hospital medical center,62,62.0
https://openalex.org/I2801112325,1,sahlgrenska university hospital,62,62.0
https://openalex.org/I4210125843,1,university hospital leipzig,62,62.0
https://openalex.org/I193531525,2,george washington university,123,61.5
https://openalex.org/I2801795740,2,hospital de sant pau,123,61.5
https://openalex.org/I150229711,2,university of electronic science and technology of china,123,61.5
https://openalex.org/I29606459,2,university of mississippi medical center,123,61.5
https://openalex.org/I133731052,7,university of helsinki,429,61.285714285714285
https://openalex.org/I8204097,5,ludwig-maximilians-universität münchen,305,61.0
https://openalex.org/I4210151833,4,amsterdam university medical centers,243,60.75
https://openalex.org/I204778367,2,norwegian university of science and technology,121,60.5
https://openalex.org/I40120149,9,university of oxford,542,60.22222222222222
https://openalex.org/I114027177,5,university of north carolina at chapel hill,301,60.2
https://openalex.org/I2801970007,3,turku university hospital,180,60.0
https://openalex.org/I138689650,3,university of padua,178,59.333333333333336
